"seq.number","seat","gene","allele","section","file","loaded","E.or.C","sex","group","wing.score","stock.num","temp.C","allele.num","gene.shrt","gene.allele"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","M","E.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",6,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","M","C.M",7,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",3,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","E","F","E.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",4,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",5,"8565",25,1,"abl","abl.1"
1,1,"abl","abl[2]","AM.M","wing_01.xlsm","loaded","C","F","C.F",6,"8565",25,1,"abl","abl.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","M","E.M",5,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",2,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",2,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",2,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",3,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",3,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",3,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",3,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","E","F","E.F",3,"none",22,1,"dia","dia.1"
10,10,"diaphanous","dia[2]","AM.M","wing_10.xlsm","loaded","C","F","C.F",3,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","M","E.M",4,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","M","E.M",4,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","M","E.M",4,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","M","E.M",4,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","C","M","C.M",5,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","F","E.F",1,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","F","E.F",1,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","E","F","E.F",2,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","C","F","C.F",1,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","C","F","C.F",1,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","C","F","C.F",2,"none",22,1,"dia","dia.1"
100,10,"diaphanous","dia[2]","PM.T","Wing_100.xlsm","loaded","C","F","C.F",3,"none",22,1,"dia","dia.1"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","M","E.M",6,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","M","C.M",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","M","C.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","M","C.M",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","M","C.M",6,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","E","F","E.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",4,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",5,"9175",25,3,"dia","dia.3"
102,12,"diaphanous","Df(2L)ED1317","PM.T","Wing_102.xlsm","loaded","C","F","C.F",5,"9175",25,3,"dia","dia.3"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","M","E.M",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","M","E.M",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","M","E.M",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","C","M","C.M",5,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","C","M","C.M",6,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","E","F","E.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","C","F","C.F",1,"9108",25,1,"twn","twn.1"
103,13,"twinstar","tsr[N96A]","PM.T","Wing_103.xlsm","loaded","C","F","C.F",6,"9108",25,1,"twn","twn.1"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",4,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",4,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",4,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",4,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","M","E.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","C","M","C.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","C","M","C.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","C","M","C.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","C","M","C.M",5,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","C","M","C.M",6,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","F","E.F",3,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","F","E.F",3,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","F","E.F",4,"9109",25,2,"twn","twn.2"
104,14,"twinstar","tsr[N121]","PM.T","Wing_104.xlsm","loaded","E","F","E.F",5,"9109",25,2,"twn","twn.2"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",3,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",3,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",3,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",3,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",5,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","M","E.M",7,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",3,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",4,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",5,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",5,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",5,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",7,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","M","C.M",8,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","E","F","E.F",2,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","F","C.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","F","C.F",1,"12201",25,3,"twn","twn.3"
105,15,"twinstar","tsr[k05633]","PM.T","Wing_105.xlsm","loaded","C","F","C.F",1,"12201",25,3,"twn","twn.3"
